id,value
id_204,-8.6343986825e+16
id_205,-5.34175663175e+16
id_206,-2.9193765896e+16
id_207,-4.73537674228e+16
id_208,-7.64718974693e+16
id_209,-3.34460039149e+16
id_210,-3.87710786968e+16
id_211,-7.6274728367e+16
id_212,-3.65586277627e+16
id_213,-4.42505217346e+16
id_214,-5.49713999954e+16
id_215,-9.25320425455e+16
id_216,-6.34643210702e+16
id_217,-6.67173820898e+16
id_218,-5.99974137292e+16
id_219,-4.08638095011e+16
id_220,-3.24651932837e+16
id_221,-8.08045885907e+16
id_222,-3.27262765401e+16
id_223,-6.13660568225e+16
id_224,-2.53462725043e+16
id_225,-3.27563908978e+16
id_226,-3.40145588305e+16
id_227,-4.30985211093e+16
id_228,-4.7001746197e+16
id_229,-3.20078795275e+16
id_230,-3.77655386507e+16
id_231,-4.88277010854e+16
id_232,-4.79111625266e+16
id_233,-3.63144851707e+16
id_234,-4.7510962232e+16
id_235,-6.53038299571e+16
id_236,-3.43704744673e+16
id_237,-3.3580557439e+16
id_238,-3.63291922452e+16
id_239,-3.99407484505e+16
